지역,매장,테마,별점,난이도,리뷰수
경기(기타),레전드 이스케이프 이천점,혼 : 원혼의 저주,5.83,0,6
경기(기타),셜록홈즈 구리점,미녀와 야수,5.83,0,6
경기(기타),셜록홈즈 구리점,호텔 : 사라진 다이아몬드,5.83,0,12
창원,코드이스케이프 마산점,프리즌 브레이크 2,5.83,0,12
인천,리멤버 방탈출 부평점,호텔 : 기억조각,5.83,6,66
수원,루트 이스케이프 수원점,나를 찾아줘,5.83,6,24
건대,엑스케이프 건대점,501동 사람들,5.83,5,157
경상(기타),머더파커 양산점,유코사스미 치밀한 복수,5.83,4,84
건대,비밀의 화원 건대점,우리의 전 사랑,5.83,3,206
대전,도어이스케이프 NC대전유성점,서커스 : THE CLEANING MAN,5.83,1,66
부산,게임오브 마인드 서면점,생명의 서,5.82,8,91
천안,셜록홈즈 천안 1호점,찰리와 늠름한(?) 바나나 공장,5.82,5,110
신림,넥스트에디션 신림점,LOVER,5.82,4,337
서울(기타),큐브 이스케이프 수유점,The Cube,5.82,4,110
대전,도어이스케이프 NC대전유성점,나는 아직도 배고프G,5.82,1,73
강남,라스트 이스케이프,알카트라즈,5.81,6,242
대전,룸즈에이 대전은행점,히어로 아카데미,5.81,5,37
대학로,룸즈에이 대학로점,행방불냥,5.81,1,221
부산,브레이크아웃 해운대점,렘브란트를 위하여,5.8,6,56
성남,레전드 이스케이프 서현점,제발 살아있으라,5.8,4,138
부천,넥스트에디션 부천점,주르륵주르륵,5.8,4,199
대전,마스터키 은행점,대탈출2,5.79,5,57
홍대,덤앤더머 홍대점,Knock Knock,5.79,3,296
잠실,마스터키 잠실점,샵보이스,5.79,3,229
노원,마스터키 노원점,타임크랙 (TIME CRACK),5.79,3,197
동탄,무비 이스케이프 동탄점,몬스터 하우스,5.78,6,90
대학로,비트포비아 대학로점,이일호씨,5.78,3,289
안산,도어 이스케이프 안산점,빠삐용,5.78,3,32
부산,게임오브 마인드 서면점,어둠의 마법,5.77,7,98
전주,카오스 이스케이프 2호점,협곡의 메아리,5.77,6,110
홍대,마스터키 홍대상수점,어느 가을날,5.77,3,267
광주,미션 브레이크 광주 CGV,탐정훈련소,5.77,3,52
광주,비밀의 화원 광주점,스토커,5.77,2,26
홍대,마스터키 홍대상수점,도시괴담 Part.2 The Abandoned Office,5.76,8,309
서울(기타),이스케이프시티 영등포점,SPY,5.76,6,158
대구,트랩코리아 대구월성점,중세시대,5.76,5,59
대구,트랩코리아 대구월성점,아마겟돈,5.75,9,60
천안,셜록홈즈 천안 1호점,호텔 : 사라진 다이아몬드,5.75,6,40
잠실,마스터키 잠실점,어게인,5.75,4,234
서울(기타),미션 브레이크 용산 CGV,신서유기 : 용볼 회수 대작전,5.75,4,133
서울(기타),큐브 이스케이프 수유점,Treasure Hunters ④ : 골든아이,5.75,4,147
강남,코드케이 강남점,납치,5.75,3,206
건대,비밀의 화원 건대점,비밀의 선물,5.75,2,199
대전,셜록홈즈 대전 신세계백화점,언더월드,5.75,2,87
서울(기타),도어 이스케이프 이수점,S.O.S 정글,5.74,4,155
평택,마스터키 평택점,집으로,5.74,2,27
서울(기타),알카트래즈,미저리,5.73,5,41
인천,둠 이스케이프 1호점,대저택의 비밀,5.73,4,150
부천,이스케이프시티 부천신중동점,바람 바람 바람,5.73,4,124
강남,넥스트에디션 강남 3호점,마지막 일주,5.73,3,316
성남,제로월드 서현점,피노키오 대탈출,5.73,3,75
강남,엑스케이프 강남점,제3표류도,5.72,9,200
경기(기타),마스터키 안양일번가점,레드럼,5.72,7,167
신촌,룸익스케이프 블랙점,트레져쉽 : 신화 속의 존재,5.72,5,237
대구,마스터키 동성로 2호점,가위,5.72,3,111
평택,셜록홈즈 평택점,미녀와 야수,5.71,0,7
서울(기타),코드이스케이프 가로수길점,아는 사이,5.71,6,168
천안,마스터키 천안두정점,스카이넷,5.71,6,113
부산,키이스케이프 덕천점,신비의 숲-고대 마법의 비밀,5.71,5,56
강남,넥스트에디션 강남 5호점,BANK RUPT,5.71,4,361
대구,비밀의 화원 동성로점,영웅을 찾아서,5.71,4,35
천안,리멤버 방탈출 천안점,회무 : 회색 안개의 끝,5.71,2,119
부산,미션 이스케이프 부산대점,영재는 못말려 - 개나리반 이야기,5.71,2,28
서울(기타),코드이스케이프 가로수길점,ㄱ찻집,5.7,5,172
건대,넥스트에디션 건대 1호점,SOUL CHASER - 실종,5.7,4,150
경기(기타),마스터키 안양일번가점,우주대미남,5.7,4,206
의정부,셜록홈즈 의정부점,프로젝트 : 노아,5.69,8,29
의정부,셜록홈즈 의정부점,빛과 그림자 : 화이트의 죽음2,5.69,7,29
서울(기타),도어 이스케이프 이수점,빠삐용,5.69,4,131
부천,넥스트에디션 부천점,쌩얼,5.69,2,182
서울(기타),더트랩 수유점,DREAM FACTORY,5.69,1,195
강남,넥스트에디션 강남 5호점,SOS,5.68,8,402
울산,트랩코리아 울산점,중세시대,5.68,4,22
서울(기타),더트랩 수유점,D-Therapy,5.68,2,206
부산,룸즈에이 부산서면점,요정들의 술집,5.68,2,59
광주,셜록홈즈 광주점,호텔 : 사라진 다이아몬드,5.67,0,15
대전,더큐 이스케이프 대전점,스페이스 워페어,5.67,6,30
수원,리멤버 방탈출 수원점,벨BELL : 사소한 사실들,5.67,3,150
일산,더도어즈 이스케이프,후아유,5.67,3,126
서울(기타),미션 브레이크 용산 CGV,신서유기 : 신묘한 실종사건,5.67,2,134
인천,셜록홈즈 인천구월점,던전을 부탁해,5.66,7,38
부천,이스케이프시티 부천신중동점,추억의 전당포,5.66,7,121
대학로,룸즈에이 대학로점,안개꽃,5.65,5,208
부산,브레이크아웃 해운대점,호쿠스 1-마술사의 방,5.65,5,23
부산,비트포비아 서면점,지하터널-2H,5.65,5,92
홍대,덤앤더머 홍대점,버킷리스트,5.65,4,293
경기(기타),리버스 이스케이프,화원 살인사건,5.65,4,23
대전,룸즈에이 대전은행점,안개꽃,5.65,4,23
수원,싸인 이스케이프 인계점,자파,5.64,3,156
동탄,셜록홈즈 동탄점,거짓말,5.63,3,103
동탄,마스터키 프라임 동탄점,종이왕국,5.63,2,158
부산,큐방탈출카페 서면점,밀정,5.62,0,8
경상(기타),셜록홈즈 구미점,반하셨군요?,5.62,0,16
부산,덤앤더머 서면점,기담,5.62,6,32
홍대,덤앤더머 홍대점,기담,5.62,4,284
서울(기타),방탈출 미로,연 : 그날의 기억 (야외방탈출),5.61,7,90
광주,비밀의 화원 광주점,리비도,5.61,5,41
홍대,마스터키 홍대상수점,흥보와 놀보,5.61,3,263
성남,넥스트에디션 분당서현점,너에게 가는 길,5.61,3,205
전주,카오스 이스케이프 2호점,히어로,5.6,4,100
전주,마스터키 전주고사점,13여고괴담,5.6,2,25
건대,마스터키 건대 로데오점,사악한 악마와 달콤한 공장,5.6,1,217
의정부,트릭 이스케이프,마피아,5.59,7,118
동탄,셜록홈즈 동탄점,귀신이 산다,5.59,6,102
대구,방탈출 브이 삼덕점,호호랜드,5.59,6,119
부산,룸즈에이 부산서면점,아직 버리지못한 지갑,5.59,4,119
천안,마스터키 천안두정점,경찰서를 털어라,5.59,2,94
전라(기타),마스터키 익산점,경찰서를 털어라,5.59,2,34
광주,비밀의 화원 광주점,Love Blossom,5.59,1,51
인천,셜록홈즈 부평점,나쁜놈 나쁜놈 나쁜놈,5.58,6,103
대구,트랩코리아 대구월성점,비밀의 무덤,5.58,6,60
청주,마스터키 프라임 청주점,이상한 나라,5.58,5,86
홍대,마스터키 홍대상수점,기억연구소,5.58,3,276
강남,비밀의 화원 강남 리버타운점,스토커,5.58,3,286
수원,루트 이스케이프 수원점,TREASURE ( 트레저 ),5.57,5,35
광주,룸즈에이 광주상무점,아이돌 남친,5.57,5,44
광주,미션 브레이크 광주 CGV,당감동 정육점,5.57,4,35
대학로,비밀의 화원 혜화점,나이스,5.57,3,238
부산,키이스케이프 덕천점,파파라치,5.57,3,53
서울(기타),더트랩 수유점,박물관을 털어라,5.57,2,202
울산,제트방탈출카페,삐에로,5.56,0,9
제주,더코드 서귀포점,위자 보드 : 위험한 장난,5.56,0,9
경기(기타),두잇 이스케이프 1호점,방탈소년단,5.56,7,71
울산,트랩코리아 울산점,아마겟돈,5.56,7,18
창원,코드이스케이프 마산점,상속자,5.56,7,45
부산,미션 이스케이프 부산대점,타짜 - 마지막 게임,5.56,6,27
평택,셜록홈즈 평택점,지옥의 배달부,5.56,4,18
부산,브레이크아웃 해운대점,폴아웃 프로젝트,5.56,3,72
홍대,미스터리 룸 이스케이프 홍대 2호점,쇼생크 탈출,5.55,5,173
강남,코드케이 강남점,저주받은 산장,5.55,4,191
경기(기타),제로월드 김포점,해리포터의 모험: 마법모자의 위기,5.55,3,100
평택,루트 이스케이프 평택점,루2지,5.55,2,55
경기(기타),두잇 이스케이프 2호점,비밀 갤러리,5.54,5,74
인천,코드케이 구월점,좀비 90일 후,5.54,4,28
부천,코드네임,첫번째 임무,5.53,8,95
서울(기타),도어 이스케이프 이수점,검은조직,5.53,5,141
대학로,비밀의 화원 혜화점,혜화애,5.53,4,104
광주,더코드 한신포차점,경찰서를 털어라,5.52,6,96
대전,마스터키 궁동점,MSI 미제사건 전담반,5.52,4,48
동탄,무비 이스케이프 동탄점,찰리와 초콜릿 공장,5.51,8,118
의정부,트릭 이스케이프,미스테리 연구소,5.51,7,117
창원,타임 이스케이프,극한탈출,5.51,7,69
경상(기타),더코드 경주점,몽타주 : 강력1반 #2,5.51,6,39
대전,마스터키 궁동점,MK빌딩을털어라:45C6,5.51,5,89
대학로,덤앤더머 대학로점,투 앨리스,5.51,4,225
안산,셜록홈즈 안산점(2023),고잔로108,5.51,4,39
서울(기타),이스케이프시티 영등포점,다시 만날 수 있을까,5.51,3,146
경상(기타),더코드 경주점,최부장의 비밀,5.51,2,39
경상(기타),셜록홈즈 구미점,위험한 레시피,5.5,0,10
제주,셜록홈즈 제주시청점,학교괴담 태훈이의 죽음,5.5,0,10
청주,다락방 방탈출 카페,HOTEL 기억조각,5.5,4,30
부산,게임오브 마인드 서면점,위험한 마법사,5.49,7,82
경상(기타),더코드 경주점,박물관 : 도둑들 #3,5.49,7,41
경기(기타),제로월드 김포점,피아노,5.49,4,143
부산,비트포비아 서면점,고시원 살인사건,5.49,3,112
노원,마스터키 노원점,이모션 (EMOTION),5.49,2,192
성남,셜록홈즈 서현점,대영어시대 : Age of English,5.48,6,136
홍대,엑스케이프 홍대점,더 다이스 룸,5.48,5,167
경기(기타),셜록홈즈 뉴안양점,중고로운 평화나라,5.48,5,52
성남,에피소드 방탈출 분당점,럭키가이,5.48,4,147
홍대,마스터키 홍대점,B미술학원 13호실,5.48,3,320
광주,브레인 방탈출,SHIT,5.48,2,31
경기(기타),셜록홈즈 뉴안양점,파란지붕집,5.47,5,53
광주,브레인 방탈출,블랙리스트,5.47,4,95
신촌,탐정크루 신촌 2호점,초코의 왕,5.47,3,193
서울(기타),코드이스케이프 가로수길점,재즈 인 더 레인,5.46,8,163
인천,리멤버 방탈출 부평점,REDEVIL,5.46,5,130
광주,머더파커 광주점,선물,5.46,3,130
울산,제트방탈출카페,캣츠 앤 도그,5.45,0,11
제주,더코드 서귀포점,재즈바 W : 위험한 거래,5.45,0,11
강남,라스트 이스케이프,클럽레벨스,5.45,5,245
성남,에피소드 방탈출 분당점,소녀괴담,5.45,3,145
홍대,엑스케이프 홍대점,그 남자 그 여자,5.44,5,160
서울(기타),셜록홈즈 영등포점,도둑들,5.44,5,34
건대,마스터키 건대 로데오점,찰리,5.44,4,217
건대,엑스케이프 건대점,이도공간,5.44,4,203
대전,마스터키 은행점,그레이트월,5.44,4,90
청주,다락방 방탈출 카페,야수의 성 (벨 이야기),5.43,0,23
창원,타임 이스케이프,7번방의 비밀2 (프리즌),5.43,8,70
광주,브레인 방탈출,루머,5.43,7,92
부산,서울 이스케이프 룸 서면점,유러피안 스파이,5.43,6,23
신촌,더클루 신촌프리미엄점,토이팩토리,5.43,5,174
울산,트랩코리아 울산점,비밀의 무덤,5.43,4,23
광주,브레인 방탈출,슈퍼빌런,5.43,3,94
대전,큐브 이스케이프 대전점,신데렐라,5.42,0,12
부산,다이아에그,신입사원,5.42,0,12
부산,룸즈에이 부산남포점,행방불냥,5.42,0,12
부산,미션 이스케이프 부산대점,신입사원 - 업무일지의 비밀,5.42,0,24
전주,디코드 이스케이프 전주객사점,보헤미아 왕국의 스캔들,5.42,0,12
수원,엑스케이프 수원점,숨바꼭질,5.42,7,36
강남,코드케이 강남점,기술자들,5.42,6,238
청주,루팡 이스케이프 1호점,방탈출의 신,5.42,4,71
부산,덤앤더머 서면점,소공녀,5.42,3,24
홍대,브레이크아웃 이스케이프 홍대점,서리브럼,5.41,9,157
노원,더메이즈 노원점,더 바틀샵,5.41,4,148
광주,머더파커 광주점,한림축산,5.41,2,123
부산,G9 이스케이프,메이즈 헌터,5.4,5,63
대학로,비밀의 화원 혜화점,엑스튜브,5.39,7,218
서울(기타),이스케이프시티 성신여대점,비밀결사대,5.39,7,127
인천,둠 이스케이프 1호점,THE TERROR,5.39,4,141
부산,플레이포인트랩 해운대블루오션스테이션점,리허설,5.38,0,13
대구,마스터키 동성로 2호점,젊은날,5.38,5,118
대전,방탈출 추리존,할머니는 마법사,5.37,5,27
대구,방탈출 브이 삼덕점,퍼니 게임,5.37,5,122
대전,마스터키 은행점,1990,5.37,4,81
경기(기타),제로월드 김포점,피노키오 대탈출,5.37,3,94
부산,덤앤더머 서면점,글램핑,5.36,0,14
부산,큐방탈출카페 서면점,Z월드,5.36,0,14
수원,방탈출 넘버원 수원점,리포트,5.35,7,115
제주,더메이즈 제주점,이도 와이너리,5.35,5,71
일산,할리갈리 인더룸 시즌2,학교 분신사바,5.34,6,29
대구,방탈출 브이 삼덕점,장미맨숀,5.34,4,119
강남,코드케이 강남점,얼어붙은 물의 신전,5.34,3,204
광주,미션 브레이크 광주 CGV,시간 거래소,5.34,2,44
수원,엑스케이프 수원점,기묘한 날개짓,5.33,5,46
홍대,리얼이스케이프 첼린지,큐피드 : 러브 첼린지,5.33,4,153
대구,방탈출 브이 삼덕점,삼덕반점,5.32,5,125
평택,마스터키 평택점,MSI 미제사건 전담반,5.32,4,62
부산,비밀의 화원 서면점,컬러즈,5.32,3,63
대전,방탈출 추리존,미대교수의 비밀,5.31,0,16
신촌,방탈출 ESC,쏘우,5.31,6,114
홍대,마스터키 홍대점,온칼로 : 10만년의 밤,5.31,5,240
평택,마스터키 평택점,시간전당포,5.3,7,99
대학로,셜록홈즈 대학로점,위험한 레시피,5.3,5,50
포항,더와이 방탈출카페,안티 사이언스,5.3,4,50
홍대,엑스케이프 홍대점,고요의 기지,5.3,2,150
광주,미션 브레이크 광주 CGV,시그널 2018,5.29,0,17
성남,레전드 이스케이프 서현점,sign,5.29,9,122
홍대,미스터리 룸 이스케이프 홍대 2호점,스파이게임 1945,5.29,5,155
대학로,덤앤더머 대학로점,크라임시티,5.29,5,204
경상(기타),더코드 경주점,도박꾼 : 마지막 베팅,5.28,0,18
강원,플레이 이스케이프 원주점,러브스토리 S2,5.28,9,71
강남,코드케이 강남점,좀비 90일 후,5.28,5,194
수원,방탈출 넘버원 수원점,골드 마인,5.28,5,108
인천,콜드 케이스 2호점,바티칸,5.26,0,19
부산,덤앤더머 서면점,휴가중,5.26,0,19
서울(기타),방탈출 미로,무속인 살인사건,5.26,7,19
전주,키이스케이프 전주점,난쟁이의 장난,5.26,5,76
의정부,트릭 이스케이프,감옥탈출,5.26,4,116
신촌,방탈출 ESC,해리포터,5.24,10,147
건대,비밀의 화원 건대점,우끼끼,5.24,6,211
성남,넥스트에디션 분당서현점,짠해,5.24,5,212
부산,덤앤더머 서면점,Knock Knock,5.23,0,22
천안,ESC 천안점,Escape Plan 2,5.23,8,64
강원,이스케이프 존 강원대점,프리즈너스,5.23,7,128
대구,방탈출 브이 공평점,"너의 구멍, 나의 구멍.",5.23,4,108
강원,이스케이프 존 강원대점,바라보다,5.23,4,107
강남,코드케이 강남점,테러리스트,5.23,3,172
광주,머더파커 광주점,포수 장덕팔,5.23,3,128
성남,레전드 이스케이프 서현점,두근두근 : 우리 사랑할래요?,5.22,5,112
건대,더메이즈 건대점,(나쁜) 아기돼지 삼형제,5.22,4,203
대학로,덤앤더머 대학로점,푸른수염,5.22,4,227
강남,코드케이 강남점,셜록홈즈 : 살인누명,5.21,5,144
부산,비트포비아 서면점,엘도라도,5.21,5,95
강남,코드케이 강남점,도둑들,5.21,3,170
성남,에피소드 방탈출 분당점,파파라치,5.21,3,144
의정부,셜록홈즈 의정부점,미녀와 야수,5.21,2,24
부산,브레이크아웃 해운대점,수상한 한의원,5.2,8,25
부산,브레이크아웃 해운대점,우체국 살인사건,5.2,8,76
홍대,브레이크아웃 이스케이프 홍대점,호쿠스 2-비밀의 방,5.2,5,122
서울(기타),이스케이프시티 성신여대점,킬러vs,5.2,3,124
부천,이스케이프9,숨겨진 흔적,5.19,5,108
동탄,무비 이스케이프 동탄점,나홀로 집에,5.19,5,107
대학로,덤앤더머 대학로점,러브클리닉,5.19,3,208
부산,미션 이스케이프 부산대점,변호사 업무일지 - 의뢰인 A 살인사건,5.19,3,27
건대,더메이즈 건대점,광해,5.18,10,218
대구,앨리스 이스케이프,동성로 앨리스,5.18,5,111
청주,마스터키 프라임 청주점,자수성가,5.18,3,84
부산,비트포비아 서면점,부활,5.18,1,84
대전,더큐 이스케이프 대전점,테러 인 더 스카이,5.17,7,29
노원,더메이즈 노원점,LOST,5.17,4,147
서울(기타),이스케이프시티 성신여대점,vs경찰,5.17,3,120
평택,마스터키 평택점,쌩얼,5.17,3,29
부산,서울 이스케이프 룸 서면점,404호 살인사건,5.16,8,31
창원,타임 이스케이프,크라임씬3 (보복 살인 사건),5.16,8,62
서울(기타),셜록홈즈 서울대입구점,TMA,5.16,5,31
수원,벨 이스케이프,트레져 헌터,5.15,6,98
전라(기타),마스터키 익산점,호스텔,5.15,4,66
서울(기타),큐브 이스케이프 수유점,Piggies : 마녀의 꿈,5.15,3,101
홍대,시크릿코드 홍대점,미션(하드모드),5.14,8,144
성남,제로월드 서현점,기억상실,5.14,8,147
인천,셜록홈즈 부평점,수상한 형제들,5.14,4,73
노원,더메이즈 노원점,비밀의 방,5.13,5,112
서울(기타),큐브 이스케이프 수유점,Treasure Hunters ③ : 거미의 둥지,5.12,3,130
부산,비트포비아 서면점,산장으로의 초대,5.12,3,83
부산,비트포비아 서면점,Bar Solvay,5.12,3,86
경기(기타),셜록홈즈 뉴안양점,파노라마,5.11,5,47
동탄,시그널 헌터 동탄점,인생극장,5.11,4,94
대학로,시크릿 챔버,Beginner's Luck,5.1,7,156
의정부,트릭 이스케이프,호구와트,5.09,2,114
부산,G9 이스케이프,셜록의 위기 : 조디악의 반격,5.08,9,59
건대,더메이즈 건대점,락커룸,5.08,8,193
건대,비밀의 화원 건대점,레드림 컴퍼니,5.08,5,194
신촌,방탈출 ESC,쇼생크 탈출,5.08,4,119
인천,셜록홈즈 인천구월점,파란지붕집,5.08,4,63
대학로,시크릿 챔버,Frozen Break,5.06,5,155
평택,마스터키 평택점,사귀,5.06,5,81
강남,코드케이 강남점,감옥탈출,5.06,4,166
전주,마스터키 전주고사점,블루위시,5.06,3,83
서울(기타),큐브 이스케이프 수유점,Obsession : 집착,5.05,3,101
천안,마스터키 천안두정점,카마수트라,5.05,3,94
성남,EXIT 방탈출카페,새벽탈출,5.05,2,100
신촌,방탈출 ESC,미션 임파서블,5.04,5,123
홍대,미스터리 룸 이스케이프 홍대 2호점,더북 : 소설책 속의 남자,5.03,2,145
서울(기타),셜록홈즈 영등포점,혼 : 원혼의 저주,5,0,15
인천,이스케이프탑 인천점,프리즌 : 수감번호1508,5,0,8
인천,이스케이프탑 인천점,여고괴담(AR),5,0,6
부천,셜록홈즈 부천점,호텔 : 사라진 다이아몬드,5,0,20
경기(기타),레전드 이스케이프 이천점,반 고흐의 방,5,0,7
경기(기타),레전드 이스케이프 이천점,마법사의 세계,5,0,10
경기(기타),레전드 이스케이프 이천점,미녀와 야수,5,0,6
경기(기타),셜록홈즈 동두천점,혼 : 원혼의 저주,5,0,3
경기(기타),셜록홈즈 동두천점,도둑들,5,0,3
경기(기타),셜록홈즈 동두천점,보헤미아 왕국의 스캔들,5,0,3
경기(기타),셜록홈즈 동두천점,반 고흐의 방,5,0,3
경기(기타),셜록홈즈 동두천점,미녀와 야수2,5,0,3
경기(기타),셜록홈즈 용인점,빛과 그림자,5,0,6
청주,셜록홈즈 청주점,도둑들,5,0,8
청주,셜록홈즈 청주점,크라임씬,5,0,8
충청(기타),셜록홈즈 당진점,도둑들,5,0,5
충청(기타),셜록홈즈 당진점,미녀와 야수,5,0,6
충청(기타),셜록홈즈 당진점,할머니는 마법사,5,0,6
부산,덤앤더머 서면점,크라임시티,5,0,21
부산,신나는 방탈출,뜻 밖의 재능,5,0,24
부산,이스케이프탑 부산 1호점,마법사 : 미로의 방(AR),5,0,3
부산,이스케이프탑 부산 1호점,미션 : 폭탄제거,5,0,4
부산,이스케이프탑 부산 1호점,해적 : 저주받은 캐리비호(AR),5,0,4
부산,큐방탈출카페 서면점,서커스,5,0,10
부산,큐방탈출카페 서면점,꿈꾸는 다락방,5,0,9
울산,이스케이프탑 울산점,더미러 : 싸이코패스,5,0,3
울산,제트방탈출카페,태화여고의 괴담,5,0,14
울산,제트방탈출카페,시크릿제트,5,0,15
경상(기타),더코드 진주점,다시 시작된 살인사건,5,0,2
경상(기타),더코드 진주점,재즈바 W : 위험한 거래,5,0,3
경상(기타),더코드 진주점,세기의 명화를 훔치는 도둑들,5,0,3
광주,미션 브레이크 광주 CGV,시그널 1989,5,0,16
광주,셜록홈즈 광주점,파노라마,5,0,20
전주,디코드 이스케이프 전주객사점,빛과 그림자 : 화이트의 죽음2,5,0,12
전주,디코드 이스케이프 전주객사점,호텔 : 사라진 다이아몬드,5,0,7
전주,디코드 이스케이프 전주객사점,지하감옥,5,0,12
전주,디코드 이스케이프 전주객사점,이상한 나라의 초대,5,0,11
전라(기타),셜록홈즈 여수점,이상한 나라의 초대,5,0,4
전라(기타),셜록홈즈 여수점,빛과 그림자 : 화이트의 죽음2,5,0,2
강원,더코드 춘천점,세기의 명화를 훔치는 도둑들,5,0,6
강원,더코드 춘천점,의문의 동창회,5,0,7
강원,더코드 춘천점,다시 시작된 살인사건,5,0,4
강원,더코드 춘천점,냉동창고 : 살인사건 2,5,0,5
강원,셜록홈즈 강릉점,도둑들,5,0,3
강원,셜록홈즈 강릉점,암살,5,0,8
제주,더코드 서귀포점,강력 1반 : 사라진 아이들,5,0,17
제주,셜록홈즈 제주시청점,스토커,5,0,9
대전,ESC 대전둔산점,Trap Train,5,8,22
대구,비트포비아 대구점,쏘우,5,8,98
평택,루트 이스케이프 평택점,바디스네처,5,7,59
경기(기타),셜록홈즈 뉴안양점,노량진 고시생의 사랑-여자편,5,7,45
홍대,브레이크아웃 이스케이프 홍대점,호쿠스 1-마술사의 방,5,6,125
홍대,엑스이스케이프 홍대놀이터점,홈스윗홈,5,6,48
수원,루트 이스케이프 수원점,바디스네처,5,6,29
대전,룸즈에이 대전은행점,기억술사,5,6,73
청주,루팡 이스케이프 본점,"화투, [보이지 않는손]",5,6,69
부산,룸즈에이 부산남포점,제인하우스,5,6,75
창원,타임 이스케이프,폐쇄병동2,5,6,67
광주,더코드 한신포차점,곤지암,5,6,96
대학로,시크릿 챔버,Old School 80's,5,5,164
대전,더큐 이스케이프 대전점,섹시 라푼젤,5,5,30
부산,서울 이스케이프 룸 서면점,회장님의 서재,5,5,27
부산,큐방탈출카페 서면점,백조의 호수,5,5,17
서울(기타),도어 이스케이프 이수점,파라오의 석실,5,4,124
인천,셜록홈즈 부평점,지하감옥,5,4,47
평택,ESC 평택점,The Last Gamble,5,4,39
부산,키이스케이프 덕천점,정신병동,5,4,48
인천,리멤버 방탈출 부평점,미녀와 야수,5,3,58
평택,루트 이스케이프 평택점,TREASURE ( 트레저 ),5,3,40
평택,마스터키 평택점,대탈출2,5,3,62
안산,도어 이스케이프 안산점,파라오의 석실,5,3,27
경기(기타),셜록홈즈 안양 1번가점,도둑들,5,3,32
경상(기타),웹툰방탈출파크,신의탑,5,3,31
서울(기타),큐브 이스케이프 수유점,Treasure Hunters ① : 우든펍의 비밀,5,2,126
청주,루팡 이스케이프 1호점,슬기로운 깜빵생활,5,2,71
경상(기타),웹툰방탈출파크,유미의 세포들,5,2,43
평택,ESC 평택점,냥냥랜드,5,1,32
건대,비밀의 화원 건대점,핑크슈즈,4.98,9,201
대학로,시크릿 챔버,The Secret Chamber,4.97,7,149
홍대,브레이크아웃 이스케이프 홍대점,최후의 낙원,4.96,7,131
서울(기타),이스케이프시티 영등포점,기억의 조각,4.96,5,127
신촌,탐정크루 신촌 2호점,소년의 마음,4.94,6,179
서울(기타),셜록홈즈 노량진점,어린왕자,4.94,6,85
신림,비트포비아 신림점,섹스 어필,4.94,4,249
성남,EXIT 방탈출카페,바이러스,4.94,4,87
광주,더코드 한신포차점,도둑들,4.94,4,89
전주,비밀의 화원 전주점,사춘기,4.94,2,77
건대,더메이즈 건대점,몬테,4.93,10,211
광주,셜록홈즈 광주점,이 아이를 기억해주세요,4.93,9,68
천안,셜록홈즈 아산점,악마를 보았다,4.93,5,72
대구,비트포비아 대구점,모자가게의 비밀,4.93,4,67
서울(기타),이스케이프시티 영등포점,마법학교,4.93,3,134
청주,루팡 이스케이프 1호점,루팡,4.93,3,70
대구,코드이스케이프 대구점,키드냅,4.92,8,66
창원,타임 이스케이프,크라임씬,4.92,8,62
부천,이스케이프9,고대던전의 비밀,4.92,6,118
성남,넥스트에디션 분당서현점,익명의 여자,4.92,2,190
부산,G9 이스케이프,서바이벌 : 라이브,4.91,4,57
경상(기타),더 타임 이스케이프,귀신 헬리콥터,4.9,5,52
부산,비밀의 화원 서면점,연애학개론,4.9,4,50
대학로,셜록홈즈 대학로점,미녀와 야수,4.9,1,49
대구,앨리스 이스케이프,왕따 교실,4.89,5,87
수원,루트 이스케이프 수원점,트랩(TRAP),4.89,4,46
부산,비밀의 화원 서면점,슈퍼 엔지니어,4.89,3,46
대구,비트포비아 대구점,웃는 남자,4.88,6,81
서울(기타),비트포비아 명동점,그 남자 그 여자,4.88,4,120
대학로,전국방탈출 자체컨텐츠,잊혀진 기억,4.87,6,75
전주,마스터키 전주고사점,조커2,4.87,5,76
홍대,이스케이프 하우스,사라진 목소리,4.86,10,145
경상(기타),웹툰방탈출파크,호랑이형님,4.86,6,36
신촌,방탈출 ESC,올드 보이,4.86,5,108
인천,큐브 이스케이프 인천점,타이타닉,4.86,5,36
대구,방탈출 브이 삼덕점,드래곤 에그,4.86,5,110
부천,이스케이프시티 부천신중동점,원한,4.86,4,111
청주,루팡 이스케이프 1호점,퇴사 (부제:도비는 자유예요),4.86,4,74
대구,코드이스케이프 대구점,게이샤의 붉은 편지,4.86,4,70
전라(기타),마스터키 익산점,트로이,4.86,4,73
일산,인사이드,반 고흐의 방,4.86,3,70
전주,마스터키 전주고사점,곡성,4.86,3,73
대구,비트포비아 대구점,심야식당,4.85,5,67
홍대,엑스케이프 홍대점,녹,4.85,4,167
강남,세븐클루스 강남 1호점,환생,4.85,4,137
서울(기타),셜록홈즈 성신여대점,보헤미아 왕국의 스캔들,4.85,4,33
청주,루팡 이스케이프 본점,프리즌 서커스,4.85,2,66
대전,더큐 이스케이프 대전점,로스트 원더랜드,4.84,5,31
천안,ESC 천안점,The Last Gamble 2,4.84,5,63
부산,G9 이스케이프,레인 컴퍼니,4.84,3,61
제주,언리미티드 이스케이프,냉동 컨테이너의 비밀,4.83,7,59
홍대,이스케이프 하우스,미드 나이트,4.83,5,144
광주,더코드 한신포차점,탈옥,4.83,3,90
